state,county,current_votes,total_votes,percent
Kentucky,Hickman County,2199,2199,100
Kentucky,Hopkins County,21512,21512,100
Kentucky,Jackson County,6113,6113,100
Kentucky,Jefferson County,386629,386961,100
Kentucky,Jessamine County,26280,26326,100
Kentucky,Johnson County,10192,10192,100
Kentucky,Kenton County,82198,82198,100
Kentucky,Knott County,6252,6252,100
Kentucky,Knox County,13273,13273,100
Kentucky,Larue County,7301,7301,100
Kentucky,Laurel County,28111,28136,100
Kentucky,Lawrence County,6955,6955,100
Kentucky,Lee County,2801,2801,100
Kentucky,Leslie County,4813,4813,100
Kentucky,Letcher County,9135,9135,100
Kentucky,Lewis County,5883,5883,100
Kentucky,Lincoln County,10914,10914,100
Kentucky,Livingston County,5004,5004,100
Kentucky,Logan County,12350,12350,100
Kentucky,Lyon County,4228,4229,100
Kentucky,McCracken County,33549,33557,100
Kentucky,McCreary County,6438,6438,100
Kentucky,McLean County,4782,4782,100
Kentucky,Madison County,43957,44015,100
Kentucky,Magoffin County,5447,5447,100
Kentucky,Marion County,8928,8928,100
Kentucky,Marshall County,17603,17607,100
Kentucky,Martin County,3936,3930,100
Kentucky,Mason County,7958,7958,100
Kentucky,Meade County,14113,14113,100
Kentucky,Menifee County,3102,3102,100
Kentucky,Mercer County,11735,11735,100
Kentucky,Metcalfe County,5012,5012,100
Kentucky,Monroe County,5330,5330,100
Kentucky,Montgomery County,12842,12842,100
Kentucky,Morgan County,5544,5544,100
Kentucky,Muhlenberg County,14235,14235,100
Kentucky,Nelson County,23256,23256,100
Kentucky,Nicholas County,3396,3396,100
Kentucky,Ohio County,11129,11129,100
Kentucky,Oldham County,37976,38066,100
Kentucky,Owen County,5458,5458,100
Kentucky,Owsley County,1896,1896,100
Kentucky,Pendleton County,6925,6925,100
Kentucky,Perry County,10626,10626,100
Kentucky,Pike County,25395,25395,100
Kentucky,Powell County,5505,5505,100
Kentucky,Pulaski County,31557,31557,100
Kentucky,Robertson County,1146,1146,100
Kentucky,Rockcastle County,7784,7784,100
Kentucky,Rowan County,10065,10065,100
Kentucky,Russell County,8955,8955,100
Kentucky,Scott County,28969,28967,100
Kentucky,Shelby County,23550,23591,100
Kentucky,Simpson County,8732,8732,100
Kentucky,Spencer County,11433,11433,100
Kentucky,Taylor County,12517,12517,100
Kentucky,Todd County,5363,5363,100
Kentucky,Trigg County,7376,7376,100
Kentucky,Trimble County,4320,4320,100
Kentucky,Union County,6577,6577,100
Kentucky,Warren County,55401,55430,100
Kentucky,Washington County,6225,6225,100
Kentucky,Wayne County,9240,9240,100
Kentucky,Webster County,5993,5993,100
Kentucky,Whitley County,15356,15356,100
Kentucky,Wolfe County,2979,2985,100
Kentucky,Woodford County,15211,15249,100
Louisiana,Acadia Parish,28425,28425,100
Louisiana,Allen Parish,9810,9810,100
Louisiana,Ascension Parish,62325,62325,100
Louisiana,Assumption Parish,11235,11235,100
Louisiana,Avoyelles Parish,17292,17292,100
Louisiana,Beauregard Parish,16357,16357,100
Louisiana,Bienville Parish,7050,7050,100
Louisiana,Bossier Parish,54655,54655,100
Louisiana,Caddo Parish,104912,104912,100
Louisiana,Calcasieu Parish,82663,82663,100
Louisiana,Caldwell Parish,4762,4762,100
Louisiana,Cameron Parish,4039,4039,100
Louisiana,Catahoula Parish,4858,4858,100
Louisiana,Claiborne Parish,6580,6580,100
Louisiana,Concordia Parish,8828,8828,100
Louisiana,De Soto Parish,14736,14736,100
Louisiana,East Baton Rouge Parish,208182,208182,100
Louisiana,East Carroll Parish,3036,3036,100
Louisiana,East Feliciana Parish,10509,10509,100
Louisiana,Evangeline Parish,15412,15412,100
Louisiana,Franklin Parish,9720,9720,100
Louisiana,Grant Parish,9392,9392,100
Louisiana,Iberia Parish,32713,32713,100
Louisiana,Iberville Parish,16719,16719,100
Louisiana,Jackson Parish,7632,7632,100
Louisiana,Jefferson Parish,193733,193733,100
Louisiana,Jefferson Davis Parish,14841,14841,100
Louisiana,Lafayette Parish,114521,114521,100
Louisiana,Lafourche Parish,45388,45388,100
Louisiana,LaSalle Parish,7077,7077,100
Louisiana,Lincoln Parish,19275,19275,100
Louisiana,Livingston Parish,65230,65230,100
Louisiana,Madison Parish,4670,4670,100
Louisiana,Morehouse Parish,11574,11574,100
Louisiana,Natchitoches Parish,16554,16554,100
Louisiana,Orleans Parish,177819,177819,100
Louisiana,Ouachita Parish,69166,69166,100
Louisiana,Plaquemines Parish,11014,11014,100
Louisiana,Pointe Coupee Parish,12371,12371,100
Louisiana,Rapides Parish,58865,58865,100
Louisiana,Red River Parish,4132,4132,100
Louisiana,Richland Parish,9940,9940,100
Louisiana,Sabine Parish,10596,10596,100
Louisiana,St. Bernard Parish,17650,17650,100
Louisiana,St. Charles Parish,28517,28517,100
Louisiana,St. Helena Parish,6158,6158,100
Louisiana,St. James Parish,12590,12590,100
Louisiana,St. John the Baptist Parish,21432,21432,100
Louisiana,St. Landry Parish,41154,41154,100
Louisiana,St. Martin Parish,27038,27038,100
Louisiana,St. Mary Parish,23186,23186,100
Louisiana,St. Tammany Parish,140110,140110,100
Louisiana,Tangipahoa Parish,57661,57661,100
Louisiana,Tensas Parish,2554,2554,100
Louisiana,Terrebonne Parish,46240,46240,100
Louisiana,Union Parish,11201,11201,100
Louisiana,Vermilion Parish,27324,27324,100
Louisiana,Vernon Parish,17268,17268,100
Louisiana,Washington Parish,19513,19513,100
Louisiana,Webster Parish,18216,18216,100
Louisiana,West Baton Rouge Parish,14097,14097,100
Louisiana,West Carroll Parish,5052,5052,100
Louisiana,West Feliciana Parish,6268,6268,100
Louisiana,Winn Parish,6225,6225,100
Maine,Aroostook Cty Townships,292,292,100
Maine,Franklin Cty Townships,52,52,100
Maine,Hancock Cty Townships,13,13,100
Maine,Oxford Cty Townships,333,333,100
Maine,Penobscot Cty Townships,506,506,100
Maine,Piscataquis Cty Townshps,87,87,100
Maine,Somerset Cty Townships,243,243,100
Maine,Washington Cty Townships,30,30,100
Maine,Indian Township Vtng Dst,263,263,100
Maine,Oxbow Plt.,35,35,100
Maine,Pleasant Point Votng Dst,235,235,100
Maine,Auburn,12285,12285,100
Maine,Durham,2790,2803,100
Maine,Greene,2640,2642,100
Maine,Leeds,1362,1362,100
Maine,Lewiston,17388,17388,100
Maine,Lisbon,5243,5251,100
Maine,Livermore,1394,1394,100
Maine,Livermore Falls,1393,1531,91
Maine,Mechanic Falls,1703,1703,100
Maine,Minot,1769,1776,100
Maine,Poland,3519,3519,100
Maine,Sabattus,2878,2886,100
Maine,Turner,3428,3428,100
Maine,Wales,915,915,100
Maine,Allagash,169,169,100
Maine,Amity,124,124,100
Maine,Ashland,615,615,100
Maine,Blaine,400,400,100
Maine,Bridgewater,292,292,100
Maine,Caribou,4024,4024,100
Maine,Cary Plt.,0,0,100
Maine,Castle Hill,230,233,100
Maine,Caswell,134,136,100
Maine,Chapman,279,279,100
Maine,Crystal,164,164,100
Maine,Cyr Plt.,56,57,100
Maine,Dyer Brook,150,150,100
Maine,Eagle Lake,460,462,100
Maine,Easton,715,715,100
Maine,Fort Fairfield,1701,1701,100
Maine,Fort Kent,2266,2266,100
Maine,Frenchville,603,605,100
Maine,Garfield Plt.,56,56,100
Maine,Glenwood Plt.,1,1,100
Maine,Grand Isle,232,232,100
Maine,Hamlin,109,109,100
Maine,Hammond,46,47,100
Maine,Haynesville,63,63,100
Maine,Hersey,42,42,100
Maine,Hodgdon,812,812,100
Maine,Houlton,2740,2740,100
Maine,Island Falls,450,450,100
Maine,Limestone,765,765,100
Maine,Linneus,508,508,100
Maine,Littleton,531,531,100
Maine,Ludlow,255,255,100
Maine,Macwahoc Plt.,43,43,100
Maine,Madawaska,2112,2112,100
Maine,Mapleton,1159,1159,100
Maine,Mars Hill,742,742,100
Maine,Masardis,122,124,100
Maine,Merrill,136,136,100
Maine,Monticello,434,434,100
Maine,Moro Plt.,29,29,100
Maine,Nashville Plt.,23,23,100
Maine,New Canada,159,159,100
Maine,New Limerick,372,372,100
Maine,New Sweden,322,352,100
Maine,Oakfield,408,408,100
Maine,Orient,90,90,100
Maine,Penobscot Nation Vot Dst,302,304,100
Maine,Perham,214,214,100
Maine,Portage Lake,265,268,100
Maine,Presque Isle,4239,4239,100
Maine,Reed Plt.,81,81,100
Maine,Saint Agatha,637,638,100
Maine,St. Francis,245,245,100
Maine,St. John Plt.,171,171,100
Maine,Sherman,665,676,95
Maine,Smyrna,157,157,100
Maine,Stockholm,160,162,100
Maine,Van Buren,898,898,100
Maine,Wade,142,145,100
Maine,Wallagrass,291,292,100
Maine,Washburn,820,820,100
Maine,Westfield,267,268,100
Maine,Westmanland,55,55,100
Maine,Weston,182,182,100
Maine,Winterville Plt.,125,125,100
Maine,Woodland,662,664,100
Maine,Baldwin,999,971,95
Maine,Bridgton,3268,3268,100
Maine,Brunswick,13892,13905,100
Maine,Cape Elizabeth,6939,6970,100
Maine,Casco,2296,2296,100
Maine,Chebeague Island,330,330,100
Maine,Cumberland,6002,6045,100
Maine,Falmouth,9031,9057,100
Maine,Freeport,6184,6192,100
Maine,Frye Island,57,57,100
Maine,Gorham,11115,11146,100
Maine,Gray,5390,5390,100
Maine,Harpswell,3884,3899,100
Maine,Harrison,1574,1552,95
Maine,Long Island,191,191,100
Maine,Naples,2495,2495,100
Maine,New Gloucester,3599,3607,100
Maine,North Yarmouth,2960,2981,100
Maine,Portland,41544,41569,100
Maine,Pownal,1206,1210,100
Maine,Raymond,3142,3142,100
Maine,Scarborough,15057,15071,100
Maine,Sebago,1277,1277,100
Maine,South Portland,16286,16286,100
Maine,Standish,6060,6075,100
Maine,Westbrook,11187,11187,100
Maine,Windham,11442,11446,100
Maine,Yarmouth,6358,6449,100
Maine,Avon,263,263,100
Maine,Carrabassett Valley,527,534,100
Maine,Carthage,312,312,100
Maine,Chesterville,799,807,100
Maine,Coplin Plt.,110,111,100
Maine,Dallas Plt.,209,212,100
Maine,Eustis,447,449,100
Maine,Farmington,3906,3907,100
Maine,Industry,504,507,100
Maine,Jay,2665,2665,100
Maine,Kingfield,888,888,100
Maine,New Sharon,956,956,100
Maine,New Vineyard,463,463,100
Maine,Phillips,656,656,100
Maine,Rangeley,758,758,100
Maine,Rangeley Plt.,145,146,100
Maine,Sandy River Plt.,102,103,100
Maine,Strong,816,816,100
Maine,Temple,336,336,100
Maine,Weld,299,303,100
Maine,Wilton,2177,2177,100
Maine,Amherst,189,189,100
Maine,Aurora,72,72,100
Maine,Bar Harbor,3576,3582,100
Maine,Blue Hill,1977,1977,100
Maine,Brooklin,624,630,100
Maine,Brooksville,686,692,100
Maine,Bucksport,2855,2855,100
Maine,Castine,499,499,100
Maine,Cranberry Isles,138,140,100
Maine,Dedham,1167,1167,100
Maine,Deer Isle,1323,1326,100
Maine,Eastbrook,222,224,100
Maine,Ellsworth,4824,4837,100
Maine,Franklin,861,861,100
Maine,Frenchboro,31,43,72
Maine,Gouldsboro,1116,1116,100
Maine,Great Pond,43,43,100
Maine,Hancock,1472,1472,100
Maine,Lamoine,1211,1211,100
Maine,Mariaville,310,310,100
Maine,Mount Desert,1490,1502,100
Maine,Orland,1424,1427,100
Maine,Osborn,44,44,100
Maine,Otis,484,485,100
Maine,Penobscot,845,850,100
Maine,Sedgwick,843,843,100
Maine,Sorrento,189,189,100
Maine,Southwest Harbor,1137,1137,100
Maine,Stonington,640,641,100
Maine,Sullivan,724,724,100
Maine,Surry,1091,1099,100
Maine,Swan's Island,266,266,100
Maine,Tremont,1043,1043,100
Maine,Trenton,987,989,100
Maine,Verona,350,350,100
Maine,Waltham,230,230,100
Maine,Winter Harbor,329,329,100
Maine,Albion,1219,1219,100
Maine,Augusta,9738,9738,100
Maine,Belgrade,2216,2217,100
Maine,Benton,1632,1632,100
Maine,Chelsea,1563,1564,100
Maine,China,2590,2723,95
Maine,Clinton,1788,1794,100
Maine,Farmingdale,1738,1747,100
Maine,Fayette,830,832,100
Maine,Gardiner,3278,3280,100
Maine,Hallowell,1780,1782,100
Maine,Litchfield,2177,2177,100
Maine,Manchester,1690,1693,100
Maine,Monmouth,2578,2578,100
Maine,Mount Vernon,1158,1158,100
Maine,Oakland,3628,3628,100
Maine,Pittston,1778,1784,100
Maine,Randolph,1029,1036,100
Maine,Readfield,1820,1826,100
Maine,Rome,713,713,100
Maine,Sidney,2954,2954,100
Maine,Unity,950,950,100
Maine,Vassalboro,2553,2553,100
Maine,Vienna,405,425,95
Maine,Waterville,7905,7905,100
Maine,Wayne,869,872,100
Maine,West Gardiner,2380,2380,100
Maine,Windsor,1433,1436,100
Maine,Winslow,4679,4681,100
Maine,Winthrop,3737,3753,100
Maine,Appleton,915,918,100
Maine,Camden,3837,3850,100
Maine,Cushing,960,963,100
Maine,Friendship,799,801,100
Maine,Hope,1117,1117,100
Maine,Isle Au Haut,66,67,100
Maine,Matinicus Isle Plt.,50,51,100
Maine,North Haven,321,324,100
Maine,Owl's Head,1065,1077,100
Maine,Rockland,3965,3965,100
Maine,Rockport,2530,2530,100
Maine,St. George,1814,1828,100
Maine,South Thomaston,997,997,100
Maine,Thomaston,1668,1668,100
Maine,Union,1561,1561,100
Maine,Vinalhaven,837,837,100
Maine,Warren,2244,2244,100
Maine,Washington,988,988,100
Maine,Alna,517,522,100
Maine,Boothbay,2208,2213,100
Maine,Boothbay Harbor,1395,1400,100
Maine,Bremen,563,564,100
Maine,Bristol,2124,2126,100
Maine,Damariscotta,1476,1482,100
Maine,Dresden,1159,1159,100
Maine,Edgecomb,889,889,100
Maine,Jefferson,1691,1691,100
Maine,Monhegan Plt.,62,62,100
Maine,Newcastle,1359,1368,100
Maine,Nobleboro,1310,1315,100
Maine,Somerville,357,358,100
Maine,South Bristol,716,719,100
Maine,Southport,491,495,100
Maine,Waldoboro,2934,2934,100
Maine,Westport,551,551,100
Maine,Whitefield,1479,1481,100
Maine,Wiscasset,2313,2322,100
Maine,Andover,538,538,100
Maine,Bethel,1830,1830,100
Maine,Brownfield,957,957,100
Maine,Buckfield,1098,1098,100
Maine,Byron,92,104,88
Maine,Canton,544,544,100
Maine,Denmark,827,827,100
Maine,Dixfield,1302,1302,100
Maine,Fryeburg,1937,1938,100
Maine,Gilead,123,123,100
Maine,Greenwood,533,533,100
Maine,Hanover,198,198,100
Maine,Hartford,724,724,100
Maine,Hebron,778,778,100
Maine,Hiram,928,928,100
Maine,Lincoln Plt.,32,32,100
Maine,Lovell,766,766,100
Maine,Magalloway Plt.,16,16,100
Maine,Mexico,1271,1271,100
Maine,Newry,289,299,95
Maine,Norway,2854,2860,100
Maine,Otisfield,1171,1171,100
Maine,Oxford,2325,2336,100
Maine,Paris,2855,2855,100
Maine,Peru,909,913,100
Maine,Porter,875,875,100
Maine,Roxbury,246,246,100
Maine,Rumford,2863,2863,100
Maine,Stoneham,185,185,100
Maine,Stow,253,254,100
Maine,Sumner,553,555,100
Maine,Sweden,283,283,100
Maine,Upton,64,64,100
Maine,Waterford,1038,1038,100
Maine,West Paris,957,957,100
Maine,Woodstock,945,945,100
Maine,Alton,476,477,100
Maine,Bangor,16173,16192,100
Maine,Bradford,694,694,100
Maine,Bradley,887,889,100
Maine,Brewer,5278,5278,100
Maine,Burlington,206,207,100
Maine,Carmel,1782,1782,100
Maine,Carroll Plt.,87,88,100
Maine,Charleston,753,757,100
Maine,Chester,326,326,100
Maine,Clifton,532,532,100
Maine,Corinna,1244,1244,100
Maine,Corinth,1574,1574,100
Maine,Dexter,1841,1849,100
Maine,Dixmont,731,733,100
Maine,Drew Plt.,19,19,100
Maine,East Millinocket,953,953,100
Maine,Eddington,1456,1456,100
Maine,Edinburg,105,106,100
Maine,Enfield,879,879,100
Maine,Etna,726,726,100
Maine,Exeter,571,580,95
Maine,Garland,605,605,100
Maine,Glenburn,2789,2792,100
Maine,Greenbush,717,717,100
Maine,Hampden,4878,4886,100
Maine,Hermon,3965,3965,100
Maine,Holden,2125,2131,100
Maine,Howland,643,643,100
Maine,Hudson,611,611,100
Maine,Kenduskeag,770,770,100
Maine,LaGrange,358,358,100
Maine,Lakeville,69,69,100
Maine,Lee,508,508,100
Maine,Levant,1665,1665,100
Maine,Lincoln,2596,2596,100
Maine,Lowell,255,256,100
Maine,Mattawamkeag,388,388,100
Maine,Maxfield,69,70,100
Maine,Medway,758,758,100
Maine,Milford,1851,1851,99
Maine,Millinocket,2397,2397,100
Maine,Mount Chase,122,122,100
Maine,Newburgh,994,1000,100
Maine,Newport,1741,1741,100
Maine,Old Town,4259,4262,100
Maine,Orono,5200,5208,100
Maine,Orrington,2562,2564,100
Maine,Passadumkeag,224,224,100
Maine,Patten,520,520,100
Maine,Plymouth,745,746,100
Maine,Seboeis Plt.,41,41,100
Maine,Springfield,161,161,100
Maine,Stacyville,209,209,100
Maine,Stetson,765,767,100
Maine,Veazie,1223,1223,100
Maine,Webster Plt.,42,42,100
Maine,Winn,207,207,100
Maine,Woodville,136,136,100
Maine,Abbot,417,417,100
Maine,Atkinson,173,173,100
Maine,Beaver Cove,119,119,100
Maine,Bowerbank,117,118,100
Maine,Brownville,780,780,100
Maine,Dover-Foxcroft,2335,2335,100
Maine,Greenville,1158,1158,100
Maine,Guilford,728,728,100
Maine,Kingsbury Plt.,0,0,100
Maine,Lake View Plt.,114,114,100
Maine,Medford,164,164,100
Maine,Milo,1227,1227,100
Maine,Monson,475,475,100
Maine,Parkman,491,491,100
Maine,Sangerville,753,753,100
Maine,Sebec,428,428,100
Maine,Shirley,133,133,100
Maine,Wellington,119,119,100
Maine,Willimantic,90,90,100
Maine,Arrowsic,373,374,100
Maine,Bath,5142,5142,100
Maine,Bowdoin,1877,1877,100
Maine,Bowdoinham,2067,2067,100
Maine,Georgetown,839,839,100
Maine,Phippsburg,1570,1572,100
Maine,Richmond,2076,2090,100
Maine,Topsham,6552,6553,100
Maine,West Bath,1392,1399,100
Maine,Woolwich,2150,2153,100
Maine,Anson,1223,1223,100
Maine,Athens,510,510,100
Maine,Bingham,580,580,100
Maine,Brighton Plt.,49,49,100
Maine,Cambridge,252,255,100
Maine,Canaan,1155,1155,100
Maine,Caratunk,61,61,100
Maine,Cornville,776,782,100
Maine,Dennistown Plt.,24,24,100
Maine,Detroit,436,436,100
Maine,Embden,565,565,100
Maine,Fairfield,3391,3391,100
Maine,Harmony,488,488,100
Maine,Hartland,899,899,100
Maine,Highland Plt.,116,116,100
Maine,Jackman,535,535,100
Maine,Madison,2382,2382,100
Maine,Mercer,481,481,100
Maine,Moose River,124,124,100
Maine,Moscow,279,279,100
Maine,New Portland,481,486,100
Maine,Norridgewock,1874,1874,100
Maine,Palmyra,1155,1155,100
Maine,Pittsfield,2042,2051,100
Maine,Pleasant Ridge Plt.,53,54,100
Maine,Ripley,299,299,100
Maine,St. Albans,1186,1186,100
Maine,Skowhegan,4197,4197,100
Maine,Smithfield,627,636,100
Maine,Solon,623,625,100
Maine,Starks,381,381,100
Maine,The Forks Plt.,38,39,100
Maine,West Forks Plt.,53,54,100
Maine,Belfast,4237,4252,100
Maine,Belmont,598,598,100
Maine,Brooks,593,594,100
Maine,Burnham,644,644,100
Maine,Frankfort,680,686,100
Maine,Freedom,469,469,100
Maine,Islesboro,445,445,100
Maine,Jackson,338,339,100
Maine,Knox,475,480,100
Maine,Liberty,591,591,100
Maine,Lincolnville,1654,1656,100
Maine,Monroe,602,603,100
Maine,Montville,650,654,100
Maine,Morrill,611,611,100
Maine,Northport,1109,1109,100
Maine,Palermo,939,918,95
Maine,Prospect,423,427,100
Maine,Searsmont,937,937,100
Maine,Searsport,1608,1608,100
Maine,Stockton Springs,1065,1065,100
Maine,Swanville,826,827,100
Maine,Thorndike,446,446,100
Maine,Troy,593,593,100
Maine,Waldo,502,589,100
Maine,Winterport,2335,2335,100
Maine,Addison,706,706,100
Maine,Alexander,308,328,94
Maine,Baileyville,673,673,100
Maine,Baring Plt.,112,112,100
Maine,Beals,293,293,100
Maine,Beddington,51,51,100
Maine,Calais,1516,1516,100
Maine,Charlotte,216,219,100
Maine,Cherryfield,645,645,100
Maine,Columbia,228,228,100
Maine,Columbia Falls,335,335,100
Maine,Cooper,96,97,100
Maine,Crawford,66,66,100
Maine,Cutler,315,315,100
Maine,Danforth,421,421,100
Maine,Deblois,40,40,100
Maine,Dennysville,357,361,100
Maine,East Machias,814,815,100
Maine,Eastport,835,838,100
Maine,Grand Lake Stream Plt,98,99,100
Maine,Harrington,538,539,100
Maine,Jonesboro,346,348,100
Maine,Jonesport,712,712,100
Maine,Lubec,883,886,100
Maine,Machias,893,899,100
Maine,Machiasport,566,566,100
Maine,Marshfield,316,316,100
Maine,Meddybemps,103,105,100
Maine,Milbridge,731,731,100
Maine,Northfield,125,125,100
Maine,Pembroke,482,482,100
Maine,Perry,470,472,100
Maine,Princeton,468,468,100
Maine,Robbinston,353,353,100
Maine,Roque Bluffs,183,183,100
Maine,Steuben,668,668,100
Maine,Talmadge,32,32,100
Maine,Topsfield,124,124,100
Maine,Vanceboro,93,93,100
Maine,Waite,51,51,100
Maine,Wesley,76,78,100
Maine,Whiting,361,365,100
Maine,Whitneyville,130,130,100
Maine,Acton,1636,1636,100
Maine,Alfred,1995,1995,100
Maine,Arundel,2825,2826,100
Maine,Berwick,4371,4371,100
Maine,Biddeford,11066,11066,100
Maine,Buxton,5279,5291,100
Maine,Cornish,944,944,100
Maine,Dayton,1381,1381,100
Maine,Eliot,4728,4728,100
Maine,Hollis,2895,2911,100
Maine,Kennebunk,8236,8255,100
Maine,Kennebunkport,2746,2766,100
Maine,Kittery,6412,6412,100
Maine,Lebanon,3529,3529,100
Maine,Limerick,1840,1840,100
Maine,Limington,2298,2301,100
Maine,Lyman,2944,2944,100
Maine,Newfield,963,963,100
Maine,North Berwick,3111,3111,100
Maine,Ogunquit,1058,1058,100
Maine,Old Orchrd Bch,6215,6215,100
Maine,Parsonsfield,1066,1066,100
Maine,Saco,12656,12656,100
Maine,Sanford,10931,10931,100
Maine,Shapleigh,1789,1789,100
Maine,South Berwick,4634,4634,100
Maine,Waterboro,4478,4483,100
Maine,Wells,7975,7975,100
Maine,York,9658,9680,100
Maryland,Allegany County,30641,30641,100
Maryland,Anne Arundel County,309617,309617,100
Maryland,Baltimore County,414932,414932,100
Maryland,Calvert County,49112,49112,100
Maryland,Caroline County,15794,15794,100
Maryland,Carroll County,100327,100327,100
Maryland,Cecil County,47462,47462,100
Maryland,Charles County,89498,89498,100
Maryland,Dorchester County,15977,15977,100
Maryland,Frederick County,145615,145615,100
Maryland,Garrett County,15611,15611,100
Maryland,Harford County,148186,148186,100
Maryland,Howard County,183062,183062,100
Maryland,Kent County,10794,10794,100
Maryland,Montgomery County,533743,533743,100
Maryland,Prince George's County,424855,424855,100
Maryland,Queen Anne's County,30290,30290,100
Maryland,St. Mary's County,55665,55665,100
Maryland,Somerset County,10147,10147,100
Maryland,Talbot County,22555,22555,100
Maryland,Washington County,67779,67779,100
Maryland,Wicomico County,46216,46216,100
Maryland,Worcester County,31691,31691,100
Maryland,Baltimore city,237461,237461,100
Massachusetts,Barnstable,28427,28427,100
Massachusetts,Bourne,12119,12119,100
Massachusetts,Brewster,7436,7436,100
Massachusetts,Chatham,5075,5075,100
Massachusetts,Dennis,10321,10321,100
Massachusetts,Eastham,4100,4100,100
Massachusetts,Falmouth,21890,21890,100
Massachusetts,Harwich,9448,9448,100
Massachusetts,Mashpee,10263,10263,100
Massachusetts,Orleans,4842,4842,100
Massachusetts,Provincetown,2613,2613,100
Massachusetts,Sandwich,14061,14061,100
Massachusetts,Truro,1762,1762,100
Massachusetts,Wellfleet,2516,2484,95
Massachusetts,Yarmouth,15452,15452,100
Massachusetts,Adams,4441,4441,100
Massachusetts,Alford,325,330,100
Massachusetts,Becket,1195,1195,100
Massachusetts,Cheshire,1946,1946,100
Massachusetts,Clarksburg,990,990,100
Massachusetts,Dalton,3821,3821,100
Massachusetts,Egremont,973,973,100
Massachusetts,Florida,418,418,100
Massachusetts,Great Barrington,4112,4112,100
Massachusetts,Hancock,478,478,100
Massachusetts,Hinsdale,1210,1210,100
Massachusetts,Lanesborough,1891,1891,100
Massachusetts,Lee,3489,3489,100
Massachusetts,Lenox,3368,3368,100
Massachusetts,Monterey,592,592,100
Massachusetts,Mount Washington,125,125,100
Massachusetts,New Ashford,151,151,100
Massachusetts,New Marlborough,959,959,100
Massachusetts,North Adams,5932,5932,100
Massachusetts,Otis,1014,1014,100
Massachusetts,Peru,533,533,100
Massachusetts,Pittsfield,21942,21942,100
Massachusetts,Richmond,1057,1057,100
Massachusetts,Sandisfield,515,515,100
Massachusetts,Savoy,399,399,100
Massachusetts,Sheffield,2162,2162,100
Massachusetts,Stockbridge,1363,1401,95
Massachusetts,Tyringham,314,314,100
Massachusetts,Washington,353,353,100
Massachusetts,West Stockbridge,971,971,100
Massachusetts,Williamstown,3757,3757,100
Massachusetts,Windsor,579,579,100
Massachusetts,Acushnet,6068,6068,100
Massachusetts,Attleboro,23555,23555,100
Massachusetts,Berkley,4113,4113,100
Massachusetts,Dartmouth,17884,17884,100
Massachusetts,Dighton,4724,4724,100
Massachusetts,Easton,14519,14519,100
Massachusetts,Fairhaven,9557,9557,100
Massachusetts,Fall River,31616,31616,100
Massachusetts,Freetown,5506,5506,100
Massachusetts,Mansfield,14537,14537,100
Massachusetts,New Bedford,34877,34877,100
Massachusetts,North Attleborough,17191,17191,100
Massachusetts,Norton,10974,10974,100
Massachusetts,Raynham,8811,8811,100
Massachusetts,Rehoboth,7917,7917,100
Massachusetts,Seekonk,8955,8955,100
Massachusetts,Somerset,11122,11122,100
Massachusetts,Swansea,10034,10034,100
Massachusetts,Taunton,26773,26773,100
Massachusetts,Westport,10546,10546,100
Massachusetts,Aquinnah,355,355,100
Massachusetts,Chilmark,921,921,100
Massachusetts,Edgartown,3101,3101,100
Massachusetts,Gosnold,82,82,100
Massachusetts,Oak Bluffs,3209,3209,100
Massachusetts,Tisbury,2835,2835,100
Massachusetts,West Tisbury,2295,2295,100
Massachusetts,Amesbury,10395,10395,100
Massachusetts,Andover,21743,21743,100
Massachusetts,Beverly,24450,24450,100
Massachusetts,Boxford,5543,5543,100
Massachusetts,Danvers,16907,16907,100
Massachusetts,Essex,2512,2512,100
Massachusetts,Georgetown,5585,5585,100
Massachusetts,Gloucester,18159,18159,100
Massachusetts,Groveland,4536,4536,100
Massachusetts,Hamilton,4988,4988,100
Massachusetts,Haverhill,32401,32401,100
Massachusetts,Ipswich,9614,9614,100
Massachusetts,Lawrence,23208,23208,100
Massachusetts,Lynn,35777,35777,100
Massachusetts,Lynnfield,8345,8345,100
Massachusetts,Manchester,3819,3819,100
Massachusetts,Marblehead,14234,14234,100
Massachusetts,Merrimac,4391,4391,100
Massachusetts,Methuen,25919,25919,100
Massachusetts,Middleton,5858,5858,100
Massachusetts,Nahant,2524,2524,100
Massachusetts,Newbury,5025,5025,100
Massachusetts,Newburyport,12708,12708,100
Massachusetts,North Andover,18012,18012,100
Massachusetts,Peabody,30090,30090,100
Massachusetts,Rockport,5275,5275,100
Massachusetts,Rowley,4227,4227,100
Massachusetts,Salem,24018,24018,100
Massachusetts,Salisbury,5556,5556,100
Massachusetts,Saugus,15797,15797,100
Massachusetts,Swampscott,9572,9572,100
Massachusetts,Topsfield,4144,4144,100
Massachusetts,Wenham,2608,2608,100
Massachusetts,West Newbury,3270,3270,100
Massachusetts,Ashfield,1218,1218,100
Massachusetts,Bernardston,1375,1375,100
Massachusetts,Buckland,1191,1191,100
Massachusetts,Charlemont,743,743,100
Massachusetts,Colrain,1007,1007,100
Massachusetts,Conway,1303,1308,100
Massachusetts,Deerfield,3350,3350,100
Massachusetts,Erving,929,904,95
Massachusetts,Gill,987,987,100
Massachusetts,Greenfield,9409,9409,100
Massachusetts,Hawley,231,231,100
