state,county,current_votes,total_votes,percent
Maine,Mechanic Falls,1696,1703,100
Maine,Minot,1776,1776,100
Maine,Poland,3501,3519,100
Maine,Sabattus,2886,2886,100
Maine,Turner,3423,3428,100
Maine,Wales,912,915,100
Maine,Allagash,164,169,100
Maine,Amity,124,124,100
Maine,Ashland,605,615,100
Maine,Blaine,393,400,100
Maine,Bridgewater,290,292,100
Maine,Caribou,3999,4024,100
Maine,Cary Plt.,0,0,100
Maine,Castle Hill,233,233,100
Maine,Caswell,136,136,100
Maine,Chapman,277,279,100
Maine,Crystal,161,164,100
Maine,Cyr Plt.,57,57,100
Maine,Dyer Brook,150,150,100
Maine,Eagle Lake,462,462,100
Maine,Easton,713,715,100
Maine,Fort Fairfield,1701,1701,100
Maine,Fort Kent,2259,2266,100
Maine,Frenchville,605,605,100
Maine,Garfield Plt.,56,56,100
Maine,Glenwood Plt.,1,1,100
Maine,Grand Isle,230,232,100
Maine,Hamlin,109,109,100
Maine,Hammond,47,47,100
Maine,Haynesville,62,63,100
Maine,Hersey,39,42,100
Maine,Hodgdon,805,812,100
Maine,Houlton,2723,2740,100
Maine,Island Falls,450,450,100
Maine,Limestone,762,765,100
Maine,Linneus,500,508,100
Maine,Littleton,522,531,100
Maine,Ludlow,251,255,100
Maine,Macwahoc Plt.,43,43,100
Maine,Madawaska,2104,2112,100
Maine,Mapleton,1153,1159,100
Maine,Mars Hill,737,742,100
Maine,Masardis,124,124,100
Maine,Merrill,135,136,100
Maine,Monticello,428,434,100
Maine,Moro Plt.,28,29,100
Maine,Nashville Plt.,23,23,100
Maine,New Canada,155,159,100
Maine,New Limerick,370,372,100
Maine,New Sweden,352,352,100
Maine,Oakfield,402,408,100
Maine,Orient,87,90,100
Maine,Penobscot Nation Vot Dst,304,304,100
Maine,Perham,213,214,100
Maine,Portage Lake,268,268,100
Maine,Presque Isle,4224,4239,100
Maine,Reed Plt.,80,81,100
Maine,Saint Agatha,638,638,100
Maine,St. Francis,245,245,100
Maine,St. John Plt.,166,171,100
Maine,Sherman,661,676,95
Maine,Smyrna,154,157,100
Maine,Stockholm,162,162,100
Maine,Van Buren,890,898,100
Maine,Wade,145,145,100
Maine,Wallagrass,292,292,100
Maine,Washburn,818,820,100
Maine,Westfield,268,268,100
Maine,Westmanland,55,55,100
Maine,Weston,181,182,100
Maine,Winterville Plt.,125,125,100
Maine,Woodland,664,664,100
Maine,Baldwin,999,971,95
Maine,Bridgton,3258,3268,100
Maine,Brunswick,13905,13905,100
Maine,Cape Elizabeth,6970,6970,100
Maine,Casco,2281,2296,100
Maine,Chebeague Island,330,330,100
Maine,Cumberland,6045,6045,100
Maine,Falmouth,9057,9057,100
Maine,Freeport,6192,6192,100
Maine,Frye Island,57,57,100
Maine,Gorham,11146,11146,100
Maine,Gray,5388,5390,100
Maine,Harpswell,3899,3899,100
Maine,Harrison,1577,1552,95
Maine,Long Island,189,191,100
Maine,Naples,2495,2495,100
Maine,New Gloucester,3607,3607,100
Maine,North Yarmouth,2981,2981,100
Maine,Portland,41569,41569,100
Maine,Pownal,1210,1210,100
Maine,Raymond,3140,3142,100
Maine,Scarborough,15071,15071,100
Maine,Sebago,1277,1277,100
Maine,South Portland,16266,16286,100
Maine,Standish,6075,6075,100
Maine,Westbrook,11170,11187,100
Maine,Windham,11446,11446,100
Maine,Yarmouth,6449,6449,100
Maine,Avon,260,263,100
Maine,Carrabassett Valley,534,534,100
Maine,Carthage,309,312,100
Maine,Chesterville,807,807,100
Maine,Coplin Plt.,111,111,100
Maine,Dallas Plt.,212,212,100
Maine,Eustis,449,449,100
Maine,Farmington,3907,3907,100
Maine,Industry,507,507,100
Maine,Jay,2662,2665,100
Maine,Kingfield,885,888,100
Maine,New Sharon,956,956,100
Maine,New Vineyard,459,463,100
Maine,Phillips,653,656,100
Maine,Rangeley,757,758,100
Maine,Rangeley Plt.,146,146,100
Maine,Sandy River Plt.,103,103,100
Maine,Strong,813,816,100
Maine,Temple,331,336,100
Maine,Weld,303,303,100
Maine,Wilton,2168,2177,100
Maine,Amherst,188,189,100
Maine,Aurora,72,72,100
Maine,Bar Harbor,3582,3582,100
Maine,Blue Hill,1976,1977,100
Maine,Brooklin,630,630,100
Maine,Brooksville,692,692,100
Maine,Bucksport,2850,2855,100
Maine,Castine,496,499,100
Maine,Cranberry Isles,140,140,100
Maine,Dedham,1167,1167,100
Maine,Deer Isle,1326,1326,100
Maine,Eastbrook,224,224,100
Maine,Ellsworth,4837,4837,100
Maine,Franklin,855,861,100
Maine,Frenchboro,33,43,77
Maine,Gouldsboro,1114,1116,100
Maine,Great Pond,43,43,100
Maine,Hancock,1459,1472,100
Maine,Lamoine,1199,1211,100
Maine,Mariaville,306,310,100
Maine,Mount Desert,1502,1502,100
Maine,Orland,1427,1427,100
Maine,Osborn,43,44,100
Maine,Otis,485,485,100
Maine,Penobscot,850,850,100
Maine,Sedgwick,838,843,100
Maine,Sorrento,188,189,100
Maine,Southwest Harbor,1127,1137,100
Maine,Stonington,641,641,100
Maine,Sullivan,716,724,100
Maine,Surry,1099,1099,100
Maine,Swan's Island,264,266,100
Maine,Tremont,1039,1043,100
Maine,Trenton,989,989,100
Maine,Verona,349,350,100
Maine,Waltham,230,230,100
Maine,Winter Harbor,326,329,100
Maine,Albion,1214,1219,100
Maine,Augusta,9732,9738,100
Maine,Belgrade,2217,2217,100
Maine,Benton,1632,1632,100
Maine,Chelsea,1564,1564,100
Maine,China,2594,2723,95
Maine,Clinton,1794,1794,100
Maine,Farmingdale,1747,1747,100
Maine,Fayette,832,832,100
Maine,Gardiner,3280,3280,100
Maine,Hallowell,1782,1782,100
Maine,Litchfield,2166,2177,100
Maine,Manchester,1693,1693,100
Maine,Monmouth,2575,2578,100
Maine,Mount Vernon,1158,1158,100
Maine,Oakland,3626,3628,100
Maine,Pittston,1784,1784,100
Maine,Randolph,1036,1036,100
Maine,Readfield,1826,1826,100
Maine,Rome,711,713,100
Maine,Sidney,2954,2954,100
Maine,Unity,943,950,100
Maine,Vassalboro,2551,2553,100
Maine,Vienna,402,425,95
Maine,Waterville,7897,7905,100
Maine,Wayne,872,872,100
Maine,West Gardiner,2377,2380,100
Maine,Windsor,1436,1436,100
Maine,Winslow,4681,4681,100
Maine,Winthrop,3753,3753,100
Maine,Appleton,918,918,100
Maine,Camden,3850,3850,100
Maine,Cushing,963,963,100
Maine,Friendship,801,801,100
Maine,Hope,1113,1117,100
Maine,Isle Au Haut,67,67,100
Maine,Matinicus Isle Plt.,51,51,100
Maine,North Haven,324,324,100
Maine,Owl's Head,1077,1077,100
Maine,Rockland,3962,3965,100
Maine,Rockport,2525,2530,100
Maine,St. George,1828,1828,100
Maine,South Thomaston,996,997,100
Maine,Thomaston,1667,1668,100
Maine,Union,1559,1561,100
Maine,Vinalhaven,834,837,100
Maine,Warren,2239,2244,100
Maine,Washington,984,988,100
Maine,Alna,522,522,100
Maine,Boothbay,2213,2213,100
Maine,Boothbay Harbor,1400,1400,100
Maine,Bremen,564,564,100
Maine,Bristol,2126,2126,100
Maine,Damariscotta,1482,1482,100
Maine,Dresden,1157,1159,100
Maine,Edgecomb,889,889,100
Maine,Jefferson,1690,1691,100
Maine,Monhegan Plt.,62,62,100
Maine,Newcastle,1368,1368,100
Maine,Nobleboro,1315,1315,100
Maine,Somerville,358,358,100
Maine,South Bristol,719,719,100
Maine,Southport,495,495,100
Maine,Waldoboro,2928,2934,100
Maine,Westport,549,551,100
Maine,Whitefield,1481,1481,100
Maine,Wiscasset,2322,2322,100
Maine,Andover,534,538,100
Maine,Bethel,1828,1830,100
Maine,Brownfield,955,957,100
Maine,Buckfield,1092,1098,100
Maine,Byron,92,104,88
Maine,Canton,538,544,100
Maine,Denmark,823,827,100
Maine,Dixfield,1298,1302,100
Maine,Fryeburg,1938,1938,100
Maine,Gilead,122,123,100
Maine,Greenwood,531,533,100
Maine,Hanover,198,198,100
Maine,Hartford,719,724,100
Maine,Hebron,778,778,100
Maine,Hiram,924,928,100
Maine,Lincoln Plt.,32,32,100
Maine,Lovell,763,766,100
Maine,Magalloway Plt.,15,16,100
Maine,Mexico,1263,1271,100
Maine,Newry,288,299,95
Maine,Norway,2860,2860,100
Maine,Otisfield,1171,1171,100
Maine,Oxford,2336,2336,100
Maine,Paris,2848,2855,100
Maine,Peru,913,913,100
Maine,Porter,874,875,100
Maine,Roxbury,244,246,100
Maine,Rumford,2852,2863,100
Maine,Stoneham,184,185,100
Maine,Stow,254,254,100
Maine,Sumner,555,555,100
Maine,Sweden,282,283,100
Maine,Upton,63,64,100
Maine,Waterford,1034,1038,100
Maine,West Paris,951,957,100
Maine,Woodstock,945,945,100
Maine,Alton,477,477,100
Maine,Bangor,16192,16192,100
Maine,Bradford,689,694,100
Maine,Bradley,889,889,100
Maine,Brewer,5273,5278,100
Maine,Burlington,207,207,100
Maine,Carmel,1780,1782,100
Maine,Carroll Plt.,88,88,100
Maine,Charleston,757,757,100
Maine,Chester,324,326,100
Maine,Clifton,531,532,100
Maine,Corinna,1240,1244,100
Maine,Corinth,1564,1574,100
Maine,Dexter,1849,1849,100
Maine,Dixmont,733,733,100
Maine,Drew Plt.,18,19,100
Maine,East Millinocket,952,953,100
Maine,Eddington,1455,1456,100
Maine,Edinburg,106,106,100
Maine,Enfield,876,879,100
Maine,Etna,723,726,100
Maine,Exeter,577,580,95
Maine,Garland,603,605,100
Maine,Glenburn,2792,2792,100
Maine,Greenbush,710,717,100
Maine,Hampden,4886,4886,100
Maine,Hermon,3958,3965,100
Maine,Holden,2131,2131,100
Maine,Howland,633,643,100
Maine,Hudson,609,611,100
Maine,Kenduskeag,770,770,100
Maine,LaGrange,355,358,100
Maine,Lakeville,68,69,100
Maine,Lee,506,508,100
Maine,Levant,1659,1665,100
Maine,Lincoln,2575,2596,100
Maine,Lowell,256,256,100
Maine,Mattawamkeag,388,388,100
Maine,Maxfield,70,70,100
Maine,Medway,750,758,100
Maine,Milford,1854,1851,99
Maine,Millinocket,2386,2397,100
Maine,Mount Chase,122,122,100
Maine,Newburgh,1000,1000,100
Maine,Newport,1741,1741,100
Maine,Old Town,4262,4262,100
Maine,Orono,5208,5208,100
Maine,Orrington,2564,2564,100
Maine,Passadumkeag,222,224,100
Maine,Patten,506,520,100
Maine,Plymouth,746,746,100
Maine,Seboeis Plt.,41,41,100
Maine,Springfield,158,161,100
Maine,Stacyville,205,209,100
Maine,Stetson,767,767,100
Maine,Veazie,1220,1223,100
Maine,Webster Plt.,38,42,100
Maine,Winn,203,207,100
Maine,Woodville,136,136,100
Maine,Abbot,415,417,100
Maine,Atkinson,172,173,100
Maine,Beaver Cove,117,119,100
Maine,Bowerbank,118,118,100
Maine,Brownville,772,780,100
Maine,Dover-Foxcroft,2328,2335,100
Maine,Greenville,1155,1158,100
Maine,Guilford,728,728,100
Maine,Kingsbury Plt.,0,0,100
Maine,Lake View Plt.,114,114,100
Maine,Medford,160,164,100
Maine,Milo,1223,1227,100
Maine,Monson,473,475,100
Maine,Parkman,488,491,100
Maine,Sangerville,752,753,100
Maine,Sebec,425,428,100
Maine,Shirley,132,133,100
Maine,Wellington,116,119,100
Maine,Willimantic,90,90,100
Maine,Arrowsic,374,374,100
Maine,Bath,5135,5142,100
Maine,Bowdoin,1863,1877,100
Maine,Bowdoinham,2063,2067,100
Maine,Georgetown,837,839,100
Maine,Phippsburg,1572,1572,100
Maine,Richmond,2090,2090,100
Maine,Topsham,6553,6553,100
Maine,West Bath,1399,1399,100
Maine,Woolwich,2153,2153,100
Maine,Anson,1215,1223,100
Maine,Athens,504,510,100
Maine,Bingham,577,580,100
Maine,Brighton Plt.,49,49,100
Maine,Cambridge,255,255,100
Maine,Canaan,1151,1155,100
Maine,Caratunk,61,61,100
Maine,Cornville,782,782,100
Maine,Dennistown Plt.,24,24,100
Maine,Detroit,433,436,100
Maine,Embden,562,565,100
Maine,Fairfield,3389,3391,100
Maine,Harmony,481,488,100
Maine,Hartland,892,899,100
Maine,Highland Plt.,115,116,100
Maine,Jackman,531,535,100
Maine,Madison,2379,2382,100
Maine,Mercer,477,481,100
Maine,Moose River,122,124,100
Maine,Moscow,279,279,100
Maine,New Portland,486,486,100
Maine,Norridgewock,1869,1874,100
Maine,Palmyra,1148,1155,100
Maine,Pittsfield,2051,2051,100
Maine,Pleasant Ridge Plt.,54,54,100
Maine,Ripley,299,299,100
Maine,St. Albans,1182,1186,100
Maine,Skowhegan,4172,4197,100
Maine,Smithfield,636,636,100
Maine,Solon,625,625,100
Maine,Starks,378,381,100
Maine,The Forks Plt.,39,39,100
Maine,West Forks Plt.,54,54,100
Maine,Belfast,4252,4252,100
Maine,Belmont,595,598,100
Maine,Brooks,594,594,100
Maine,Burnham,642,644,100
Maine,Frankfort,686,686,100
Maine,Freedom,464,469,100
Maine,Islesboro,442,445,100
Maine,Jackson,339,339,100
Maine,Knox,480,480,100
Maine,Liberty,582,591,100
Maine,Lincolnville,1656,1656,100
Maine,Monroe,603,603,100
Maine,Montville,654,654,100
Maine,Morrill,607,611,100
Maine,Northport,1109,1109,100
Maine,Palermo,945,918,95
Maine,Prospect,427,427,100
Maine,Searsmont,935,937,100
Maine,Searsport,1603,1608,100
Maine,Stockton Springs,1057,1065,100
Maine,Swanville,827,827,100
Maine,Thorndike,444,446,100
Maine,Troy,589,593,100
Maine,Waldo,589,589,100
Maine,Winterport,2333,2335,100
Maine,Addison,704,706,100
Maine,Alexander,307,328,94
Maine,Baileyville,668,673,100
Maine,Baring Plt.,112,112,100
Maine,Beals,292,293,100
Maine,Beddington,51,51,100
Maine,Calais,1510,1516,100
Maine,Charlotte,219,219,100
Maine,Cherryfield,641,645,100
Maine,Columbia,228,228,100
Maine,Columbia Falls,333,335,100
Maine,Cooper,97,97,100
Maine,Crawford,66,66,100
Maine,Cutler,313,315,100
Maine,Danforth,420,421,100
Maine,Deblois,39,40,100
Maine,Dennysville,361,361,100
Maine,East Machias,815,815,100
Maine,Eastport,838,838,100
Maine,Grand Lake Stream Plt,99,99,100
Maine,Harrington,539,539,100
Maine,Jonesboro,348,348,100
Maine,Jonesport,711,712,100
Maine,Lubec,886,886,100
Maine,Machias,899,899,100
Maine,Machiasport,566,566,100
Maine,Marshfield,316,316,100
Maine,Meddybemps,105,105,100
Maine,Milbridge,728,731,100
Maine,Northfield,123,125,100
Maine,Pembroke,482,482,100
Maine,Perry,472,472,100
Maine,Princeton,468,468,100
Maine,Robbinston,351,353,100
Maine,Roque Bluffs,183,183,100
Maine,Steuben,660,668,100
Maine,Talmadge,31,32,100
Maine,Topsfield,123,124,100
Maine,Vanceboro,92,93,100
Maine,Waite,50,51,100
Maine,Wesley,78,78,100
Maine,Whiting,365,365,100
Maine,Whitneyville,129,130,100
Maine,Acton,1633,1636,100
Maine,Alfred,1992,1995,100
Maine,Arundel,2826,2826,100
Maine,Berwick,4353,4371,100
Maine,Biddeford,11055,11066,100
Maine,Buxton,5291,5291,100
Maine,Cornish,943,944,100
Maine,Dayton,1379,1381,100
Maine,Eliot,4717,4728,100
Maine,Hollis,2911,2911,100
Maine,Kennebunk,8255,8255,100
Maine,Kennebunkport,2766,2766,100
Maine,Kittery,6391,6412,100
Maine,Lebanon,3514,3529,100
Maine,Limerick,1839,1840,100
Maine,Limington,2301,2301,100
Maine,Lyman,2944,2944,100
Maine,Newfield,962,963,100
Maine,North Berwick,3103,3111,100
Maine,Ogunquit,1053,1058,100
Maine,Old Orchrd Bch,6212,6215,100
Maine,Parsonsfield,1060,1066,100
Maine,Saco,12649,12656,100
Maine,Sanford,10889,10931,100
Maine,Shapleigh,1781,1789,100
Maine,South Berwick,4628,4634,100
Maine,Waterboro,4483,4483,100
Maine,Wells,7968,7975,100
Maine,York,9680,9680,100
Massachusetts,Barnstable,28131,28427,100
Massachusetts,Bourne,11987,12119,100
Massachusetts,Brewster,7368,7436,100
Massachusetts,Chatham,5041,5075,100
Massachusetts,Dennis,10202,10321,100
Massachusetts,Eastham,4057,4100,100
Massachusetts,Falmouth,21562,21890,100
Massachusetts,Harwich,9367,9448,100
Massachusetts,Mashpee,10174,10263,100
Massachusetts,Orleans,4803,4842,100
Massachusetts,Provincetown,2590,2613,100
Massachusetts,Sandwich,13901,14061,100
Massachusetts,Truro,1746,1762,100
Massachusetts,Wellfleet,2508,2484,95
Massachusetts,Yarmouth,15295,15452,100
Massachusetts,Adams,4363,4441,100
Massachusetts,Alford,330,330,100
Massachusetts,Becket,1157,1195,100
Massachusetts,Cheshire,1916,1946,100
Massachusetts,Clarksburg,977,990,100
Massachusetts,Dalton,3708,3821,100
Massachusetts,Egremont,949,973,100
Massachusetts,Florida,405,418,100
Massachusetts,Great Barrington,4038,4112,100
Massachusetts,Hancock,472,478,100
Massachusetts,Hinsdale,1168,1210,100
Massachusetts,Lanesborough,1827,1891,100
Massachusetts,Lee,3384,3489,100
Massachusetts,Lenox,3286,3368,100
Massachusetts,Monterey,577,592,100
Massachusetts,Mount Washington,124,125,100
Massachusetts,New Ashford,149,151,100
Massachusetts,New Marlborough,941,959,100
Massachusetts,North Adams,5763,5932,100
Massachusetts,Otis,983,1014,100
Massachusetts,Peru,520,533,100
Massachusetts,Pittsfield,21265,21942,100
Massachusetts,Richmond,1035,1057,100
Massachusetts,Sandisfield,501,515,100
Massachusetts,Savoy,389,399,100
Massachusetts,Sheffield,2093,2162,100
Massachusetts,Stockbridge,1337,1401,95
Massachusetts,Tyringham,298,314,100
Massachusetts,Washington,341,353,100
Massachusetts,West Stockbridge,955,971,100
Massachusetts,Williamstown,3707,3757,100
Massachusetts,Windsor,554,579,100
Massachusetts,Acushnet,5900,6068,100
Massachusetts,Attleboro,23176,23555,100
Massachusetts,Berkley,4039,4113,100
Massachusetts,Dartmouth,17444,17884,100
Massachusetts,Dighton,4594,4724,100
Massachusetts,Easton,14186,14519,100
Massachusetts,Fairhaven,9359,9557,100
Massachusetts,Fall River,30185,31616,100
Massachusetts,Freetown,5383,5506,100
Massachusetts,Mansfield,14283,14537,100
Massachusetts,New Bedford,33962,34877,100
Massachusetts,North Attleborough,16826,17191,100
Massachusetts,Norton,10713,10974,100
Massachusetts,Raynham,8566,8811,100
Massachusetts,Rehoboth,7738,7917,100
Massachusetts,Seekonk,8782,8955,100
Massachusetts,Somerset,10835,11122,100
Massachusetts,Swansea,9755,10034,100
Massachusetts,Taunton,25915,26773,100
Massachusetts,Westport,10255,10546,100
Massachusetts,Aquinnah,355,355,100
Massachusetts,Chilmark,912,921,100
Massachusetts,Edgartown,3057,3101,100
Massachusetts,Gosnold,81,82,100
Massachusetts,Oak Bluffs,3149,3209,100
Massachusetts,Tisbury,2817,2835,100
Massachusetts,West Tisbury,2261,2295,100
Massachusetts,Amesbury,10240,10395,100
Massachusetts,Andover,21527,21743,100
Massachusetts,Beverly,24146,24450,100
Massachusetts,Boxford,5496,5543,100
Massachusetts,Danvers,16667,16907,100
Massachusetts,Essex,2486,2512,100
Massachusetts,Georgetown,5536,5585,100
Massachusetts,Gloucester,17881,18159,100
Massachusetts,Groveland,4509,4536,100
Massachusetts,Hamilton,4936,4988,100
Massachusetts,Haverhill,31768,32401,100
Massachusetts,Ipswich,9538,9614,100
Massachusetts,Lawrence,22413,23208,100
Massachusetts,Lynn,34991,35777,100
Massachusetts,Lynnfield,8214,8345,100
Massachusetts,Manchester,3787,3819,100
Massachusetts,Marblehead,14063,14234,100
Massachusetts,Merrimac,4337,4391,100
Massachusetts,Methuen,25377,25919,100
Massachusetts,Middleton,5779,5858,100
Massachusetts,Nahant,2476,2524,100
Massachusetts,Newbury,4961,5025,100
Massachusetts,Newburyport,12661,12708,100
Massachusetts,North Andover,17809,18012,100
Massachusetts,Peabody,29580,30090,100
Massachusetts,Rockport,5224,5275,100
Massachusetts,Rowley,4147,4227,100
Massachusetts,Salem,23712,24018,100
Massachusetts,Salisbury,5454,5556,100
Massachusetts,Saugus,15356,15797,100
Massachusetts,Swampscott,9446,9572,100
Massachusetts,Topsfield,4125,4144,100
Massachusetts,Wenham,2608,2608,100
Massachusetts,West Newbury,3235,3270,100
Massachusetts,Ashfield,1210,1218,100
Massachusetts,Bernardston,1344,1375,100
Massachusetts,Buckland,1177,1191,100
Massachusetts,Charlemont,733,743,100
Massachusetts,Colrain,992,1007,100
Massachusetts,Conway,1308,1308,100
Massachusetts,Deerfield,3319,3350,100
Massachusetts,Erving,904,904,95
Massachusetts,Gill,967,987,100
Massachusetts,Greenfield,9232,9409,100
Massachusetts,Hawley,226,231,100
Massachusetts,Heath,459,468,100
Massachusetts,Leverett,1364,1386,100
Massachusetts,Leyden,496,502,100
Massachusetts,Monroe,59,60,100
Massachusetts,Montague,4844,4898,100
Massachusetts,New Salem,669,681,100
Massachusetts,Northfield,1815,1855,100
Massachusetts,Orange,3735,3800,100
Massachusetts,Rowe,262,267,100
Massachusetts,Shelburne,1158,1174,100
Massachusetts,Shutesbury,1322,1330,100
Massachusetts,Sunderland,2024,2050,100
Massachusetts,Warwick,511,523,100
Massachusetts,Wendell,598,614,100
Massachusetts,Whately,1097,1107,100
Massachusetts,Agawam,15647,16185,100
Massachusetts,Blandford,764,775,100
Massachusetts,Brimfield,2283,2314,100
Massachusetts,Chester,727,744,100
Massachusetts,Chicopee,25231,25795,100
Massachusetts,East Longmeadow,9834,10122,100
Massachusetts,Granville,967,990,100
Massachusetts,Hampden,3287,3323,95
Massachusetts,Holland,1518,1545,100
Massachusetts,Holyoke,15910,16313,100
Massachusetts,Longmeadow,10198,10395,100
Massachusetts,Ludlow,11030,11384,100
Massachusetts,Monson,5051,5175,100
Massachusetts,Montgomery,548,564,100
Massachusetts,Palmer,6332,6503,100
Massachusetts,Russell,907,919,100
Massachusetts,Southwick,5621,5732,100
Massachusetts,Springfield,52649,54373,100
Massachusetts,Tolland,323,328,100
Massachusetts,Wales,1061,1087,100
Massachusetts,Westfield,20203,20685,100
Massachusetts,West Springfield,13193,13513,100
Massachusetts,Wilbraham,9178,9397,100
Massachusetts,Amherst,11785,11871,100
Massachusetts,Belchertown,9424,9609,100
Massachusetts,Chesterfield,806,822,100
Massachusetts,Cummington,583,591,100
Massachusetts,Easthampton,10446,10592,100
Massachusetts,Goshen,653,672,100
Massachusetts,Granby,3831,3956,100
Massachusetts,Hadley,3449,3493,100
Massachusetts,Hatfield,2276,2313,100
Massachusetts,Huntington,1201,1217,100
Massachusetts,Middlefield,326,334,100
Massachusetts,Northampton,17737,17925,100
Massachusetts,Pelham,921,925,100
Massachusetts,Plainfield,438,443,100
Massachusetts,Southampton,4110,4194,100
Massachusetts,South Hadley,9879,10059,100
Massachusetts,Ware,4875,4951,100
Massachusetts,Westhampton,1173,1195,100
Massachusetts,Williamsburg,1813,1822,100
Massachusetts,Worthington,854,870,100
Massachusetts,Acton,13772,13927,100
Massachusetts,Arlington,28286,28551,100
Massachusetts,Ashby,1997,2023,100
Massachusetts,Ashland,10315,10444,100
Massachusetts,Ayer,4566,4625,100
Massachusetts,Bedford,8752,8739,95
Massachusetts,Belmont,15170,15356,100
Massachusetts,Billerica,24245,24644,100
Massachusetts,Boxborough,3391,3402,100
Massachusetts,Burlington,15090,15346,100
Massachusetts,Cambridge,54139,54795,100
Massachusetts,Carlisle,3608,3638,100
Massachusetts,Chelmsford,21889,22349,100
Massachusetts,Concord,12203,12311,100
Massachusetts,Dracut,17504,17845,100
Massachusetts,Dunstable,2156,2173,100
Massachusetts,Everett,14469,14817,100
Massachusetts,Framingham,31637,32048,100
Massachusetts,Groton,7202,7285,100
Massachusetts,Holliston,9504,9617,100
Massachusetts,Hopkinton,10170,10296,100
Massachusetts,Hudson,11395,11583,100
Massachusetts,Lexington,19845,20048,100
Massachusetts,Lincoln,4227,4271,100
Massachusetts,Littleton,6573,6691,100
Massachusetts,Lowell,36821,38681,100
Massachusetts,Malden,25033,25623,100
Massachusetts,Marlborough,18861,19143,100
Massachusetts,Maynard,6698,6786,100
Massachusetts,Medford,31293,31713,100
Massachusetts,Melrose,17945,18241,100
Massachusetts,Natick,21554,21914,95
Massachusetts,Newton,49624,50295,100
Massachusetts,North Reading,9689,9930,100
Massachusetts,Pepperell,7183,7307,100
Massachusetts,Reading,16603,16952,100
Massachusetts,Sherborn,2949,2963,100
Massachusetts,Shirley,3636,3700,100
Massachusetts,Somerville,41720,42200,100
Massachusetts,Stoneham,14008,14322,100
Massachusetts,Stow,4911,4964,100
Massachusetts,Sudbury,12234,12354,100
Massachusetts,Tewksbury,18859,19137,100
Massachusetts,Townsend,5402,5476,100
Massachusetts,Tyngsborough,7382,7545,100
Massachusetts,Wakefield,16268,16623,100
Massachusetts,Waltham,28430,28896,100
Massachusetts,Watertown,18966,19227,100
Massachusetts,Wayland,9221,9302,100
Massachusetts,Westford,15076,15298,100
Massachusetts,Weston,6996,7085,100
Massachusetts,Wilmington,14607,14806,100
Massachusetts,Winchester,13614,13870,100
Massachusetts,Woburn,21889,22418,100
Massachusetts,Nantucket,7194,7306,100
Massachusetts,Avon,2653,2697,100
Massachusetts,Bellingham,9751,9889,100
Massachusetts,Braintree,21286,21795,100
Massachusetts,Brookline,30780,31084,100
Massachusetts,Canton,14152,14485,100
Massachusetts,Cohasset,5616,5669,100
Massachusetts,Dedham,15491,15894,95
Massachusetts,Dover,3996,4023,100
Massachusetts,Foxborough,11104,11346,100
Massachusetts,Franklin,20059,20346,100
Massachusetts,Holbrook,6064,6213,100
Massachusetts,Medfield,8199,8211,100
Massachusetts,Medway,8319,8416,100
Massachusetts,Millis,5561,5639,100
Massachusetts,Milton,17309,17314,95
Massachusetts,Needham,19885,20113,100
Massachusetts,Norfolk,6781,6853,100
Massachusetts,Norwood,17071,17453,100
Massachusetts,Plainville,5725,5823,100
Massachusetts,Quincy,44752,45793,100
Massachusetts,Randolph,17024,17455,100
Massachusetts,Sharon,11376,11617,100
Massachusetts,Stoughton,15260,15623,100
Massachusetts,Walpole,15866,16166,100
Massachusetts,Wellesley,16162,16342,100
Massachusetts,Westwood,10366,10545,100
Massachusetts,Weymouth,32350,32827,100
Massachusetts,Wrentham,7713,7807,100
Massachusetts,Abington,9494,9660,100
Massachusetts,Bridgewater,14244,14616,100
Massachusetts,Brockton,37651,38712,100
Massachusetts,Carver,6831,6961,100
Massachusetts,Duxbury,11088,11219,100
Massachusetts,East Bridgewater,8595,8767,100
Massachusetts,Halifax,4797,4874,100
Massachusetts,Hanover,9506,9652,100
Massachusetts,Hanson,6642,6741,100
Massachusetts,Hingham,16088,16229,100
Massachusetts,Hull,6981,7080,100
Massachusetts,Kingston,8380,8520,100
Massachusetts,Lakeville,7198,7323,100
Massachusetts,Marion,3625,3696,100
Massachusetts,Marshfield,17318,17482,100
Massachusetts,Mattapoisett,4623,4697,100
Massachusetts,Middleborough,13514,13857,100
Massachusetts,Norwell,7298,7386,100
Massachusetts,Pembroke,11567,11753,100
Massachusetts,Plymouth,36868,37336,100
Massachusetts,Plympton,1900,1918,100
Massachusetts,Rochester,3750,3833,100
Massachusetts,Rockland,9805,9994,100
Massachusetts,Scituate,13398,13530,100
Massachusetts,Wareham,12566,12726,100
Massachusetts,West Bridgewater,4525,4625,100
Massachusetts,Whitman,8473,8629,100
Massachusetts,Boston,286842,293796,100
Massachusetts,Chelsea,9991,10524,100
Massachusetts,Revere,19836,20890,100
Massachusetts,Winthrop,9991,10252,100
Massachusetts,Ashburnham,3771,3827,100
Massachusetts,Athol,5441,5502,100
Massachusetts,Auburn,10015,10201,100
Massachusetts,Barre,3114,3157,100
Massachusetts,Berlin,2244,2265,100
Massachusetts,Blackstone,5039,5135,100
Massachusetts,Bolton,3735,3762,100
Massachusetts,Boylston,3269,3304,100
Massachusetts,Brookfield,2012,2054,100
Massachusetts,Charlton,7972,8122,100
Massachusetts,Clinton,7697,7826,100
